,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,soil_color_encode,Crop_encode
2014,20,45,30,6.5,700,30,0,2
2015,25,45,30,6.5,700,30,0,2
2016,30,45,30,6.5,700,30,0,2
2017,20,50,20,7.0,800,35,0,2
2018,25,50,20,7.0,800,35,0,2
2019,30,50,20,7.0,800,35,0,2
2020,20,40,30,6.0,700,25,0,2
2021,25,40,30,6.0,700,25,0,2
2022,30,40,30,6.0,700,25,0,2
2023,20,45,20,6.5,800,30,0,2
2024,25,45,20,6.5,800,30,0,2
2025,30,45,20,6.5,800,30,0,2
2026,20,50,25,7.0,700,35,0,2
2027,25,50,25,7.0,700,35,0,2
2028,30,50,25,7.0,700,35,0,2
2029,30,20,20,6.0,500,25,4,12
2030,35,20,20,6.0,500,25,4,12
2031,40,20,20,6.0,500,25,4,12
2032,30,25,25,6.5,600,30,4,12
2033,35,25,25,6.5,600,30,4,12
2034,40,25,25,6.5,600,30,4,12
2035,30,30,20,7.0,500,35,4,12
2036,35,30,20,7.0,500,35,4,12
2037,40,30,20,7.0,500,35,4,12
2038,30,20,25,6.0,600,25,4,12
2039,35,20,25,6.0,600,25,4,12
2040,40,20,25,6.0,600,25,4,12
2041,30,25,20,6.5,500,30,4,12
2042,35,25,20,6.5,500,30,4,12
2043,40,25,20,6.5,500,30,4,12
2044,30,30,25,7.0,600,35,4,12
2045,35,30,25,7.0,600,35,4,12
2046,40,30,25,7.0,600,35,4,12
2047,60,30,20,6.5,400,25,0,14
2048,65,30,20,6.5,400,25,0,14
2049,70,30,20,6.5,400,25,0,14
2050,75,30,20,6.5,400,25,0,14
2051,80,30,20,6.5,400,25,0,14
2052,60,35,25,7.0,500,30,0,14
2053,65,35,25,7.0,500,30,0,14
2054,70,35,25,7.0,500,30,0,14
2055,75,35,25,7.0,500,30,0,14
2056,80,35,25,7.0,500,30,0,14
2057,60,40,30,7.5,600,25,0,14
2058,65,40,30,7.5,600,25,0,14
2059,70,40,30,7.5,600,25,0,14
2060,75,40,30,7.5,600,25,0,14
2061,80,40,30,7.5,600,25,0,14
2062,60,30,25,6.5,400,30,0,14
2063,65,30,25,6.5,400,30,0,14
2064,70,30,25,6.5,400,30,0,14
2065,75,30,25,6.5,400,30,0,14
2066,80,30,25,6.5,400,30,0,14
2067,60,35,30,7.0,500,25,0,14
2068,65,35,30,7.0,500,25,0,14
2069,70,35,30,7.0,500,25,0,14
2070,75,35,30,7.0,500,25,0,14
2071,80,35,30,7.0,500,25,0,14
2072,60,40,20,7.5,600,30,0,14
2073,65,40,20,7.5,600,30,0,14
2074,70,40,20,7.5,600,30,0,14
2075,75,40,20,7.5,600,30,0,14
2076,80,40,20,7.5,600,30,0,14
2077,60,30,30,6.5,400,25,0,14
2078,65,30,30,6.5,400,25,0,14
2079,70,30,30,6.5,400,25,0,14
2080,75,30,30,6.5,400,25,0,14
2081,80,30,30,6.5,400,25,0,14
2082,60,35,20,7.0,500,30,0,14
2083,65,35,20,7.0,500,30,0,14
2084,70,35,20,7.0,500,30,0,14
2085,75,35,20,7.0,500,30,0,14
2086,80,35,20,7.0,500,30,0,14
2087,60,40,25,7.5,600,25,0,14
2088,65,40,25,7.5,600,25,0,14
2089,70,40,25,7.5,600,25,0,14
2090,75,40,25,7.5,600,25,0,14
2091,80,40,25,7.5,600,25,0,14
2092,60,30,20,6.0,500,25,0,8
2093,65,30,20,6.0,500,25,0,8
2094,70,30,20,6.0,500,25,0,8
2095,75,30,20,6.0,500,25,0,8
2096,80,30,20,6.0,500,25,0,8
2097,60,35,25,6.5,600,30,0,8
2098,65,35,25,6.5,600,30,0,8
2099,70,35,25,6.5,600,30,0,8
2100,75,35,25,6.5,600,30,0,8
2101,80,35,25,6.5,600,30,0,8
2102,60,40,30,7.0,700,35,0,8
2103,65,40,30,7.0,700,35,0,8
2104,70,40,30,7.0,700,35,0,8
2105,75,40,30,7.0,700,35,0,8
2106,80,40,30,7.0,700,35,0,8
2107,60,30,25,6.0,500,25,0,8
2108,65,30,25,6.0,500,25,0,8
2109,70,30,25,6.0,500,25,0,8
2110,75,30,25,6.0,500,25,0,8
2111,80,30,25,6.0,500,25,0,8
2112,60,35,30,6.5,600,30,0,8
2113,65,35,30,6.5,600,30,0,8
2114,70,35,30,6.5,600,30,0,8
2115,75,35,30,6.5,600,30,0,8
2116,80,35,30,6.5,600,30,0,8
2117,60,40,20,7.0,700,35,0,8
2118,65,40,20,7.0,700,35,0,8
2119,70,40,20,7.0,700,35,0,8
2120,75,40,20,7.0,700,35,0,8
2121,80,40,20,7.0,700,35,0,8
2122,60,30,30,6.0,500,25,0,8
2123,65,30,30,6.0,500,25,0,8
2124,70,30,30,6.0,500,25,0,8
2125,75,30,30,6.0,500,25,0,8
2126,80,30,30,6.0,500,25,0,8
2127,60,35,20,6.5,600,30,0,8
2128,65,35,20,6.5,600,30,0,8
2129,70,35,20,6.5,600,30,0,8
2130,75,35,20,6.5,600,30,0,8
2131,80,35,20,6.5,600,30,0,8
2132,60,40,25,7.0,700,35,0,8
2133,65,40,25,7.0,700,35,0,8
2134,70,40,25,7.0,700,35,0,8
2135,75,40,25,7.0,700,35,0,8
2136,80,40,25,7.0,700,35,0,8
2137,50,30,20,6.0,600,25,4,12
2138,55,30,20,6.0,600,25,4,12
2139,60,30,20,6.0,600,25,4,12
2140,50,35,25,6.5,700,30,4,12
2141,55,35,25,6.5,700,30,4,12
2142,60,35,25,6.5,700,30,4,12
2143,50,40,20,6.0,600,35,4,12
2144,55,40,20,6.0,600,35,4,12
2145,60,40,20,6.0,600,35,4,12
2146,50,30,25,6.5,700,25,4,12
2147,55,30,25,6.5,700,25,4,12
2148,60,30,25,6.5,700,25,4,12
2149,50,35,20,6.0,600,30,4,12
2150,55,35,20,6.0,600,30,4,12
2151,60,35,20,6.0,600,30,4,12
2152,50,40,25,6.5,700,35,4,12
2153,55,40,25,6.5,700,35,4,12
2154,60,40,25,6.5,700,35,4,12
2155,40,25,10,6.0,500,20,0,2
2156,45,25,10,6.0,500,20,0,2
2157,50,25,10,6.0,500,20,0,2
2158,40,30,15,6.5,600,25,0,2
2159,45,30,15,6.5,600,25,0,2
2160,50,30,15,6.5,600,25,0,2
2161,40,25,15,6.0,500,20,0,2
2162,45,25,15,6.0,500,20,0,2
2163,50,25,15,6.0,500,20,0,2
2164,40,30,10,6.5,600,25,0,2
2165,45,30,10,6.5,600,25,0,2
2166,50,30,10,6.5,600,25,0,2
2167,80,40,40,6.0,1000,25,4,9
2168,85,40,40,6.0,1000,25,4,9
2169,90,40,40,6.0,1000,25,4,9
2170,95,40,40,6.0,1000,25,4,9
2171,100,40,40,6.0,1000,25,4,9
2172,105,40,40,6.0,1000,25,4,9
2173,110,40,40,6.0,1000,25,4,9
2174,115,40,40,6.0,1000,25,4,9
2175,120,40,40,6.0,1000,25,4,9
2176,80,45,45,6.5,1100,30,4,9
2177,85,45,45,6.5,1100,30,4,9
2178,90,45,45,6.5,1100,30,4,9
2179,95,45,45,6.5,1100,30,4,9
2180,100,45,45,6.5,1100,30,4,9
2181,105,45,45,6.5,1100,30,4,9
2182,110,45,45,6.5,1100,30,4,9
2183,115,45,45,6.5,1100,30,4,9
2184,120,45,45,6.5,1100,30,4,9
2185,80,50,50,7.0,1200,35,4,9
2186,85,50,50,7.0,1200,35,4,9
2187,90,50,50,7.0,1200,35,4,9
2188,95,50,50,7.0,1200,35,4,9
2189,100,50,50,7.0,1200,35,4,9
2190,105,50,50,7.0,1200,35,4,9
2191,110,50,50,7.0,1200,35,4,9
2192,115,50,50,7.0,1200,35,4,9
2193,120,50,50,7.0,1200,35,4,9
2194,80,55,55,7.5,1300,25,4,9
2195,85,55,55,7.5,1300,25,4,9
2196,90,55,55,7.5,1300,25,4,9
2197,95,55,55,7.5,1300,25,4,9
2198,100,55,55,7.5,1300,25,4,9
2199,105,55,55,7.5,1300,25,4,9
2200,110,55,55,7.5,1300,25,4,9
2201,115,55,55,7.5,1300,25,4,9
2202,120,55,55,7.5,1300,25,4,9
2203,80,60,60,6.0,1400,30,4,9
2204,85,60,60,6.0,1400,30,4,9
2205,90,60,60,6.0,1400,30,4,9
2206,95,60,60,6.0,1400,30,4,9
2207,100,60,60,6.0,1400,30,4,9
2208,105,60,60,6.0,1400,30,4,9
2209,110,60,60,6.0,1400,30,4,9
2210,115,60,60,6.0,1400,30,4,9
2211,120,60,60,6.0,1400,30,4,9
2212,80,40,45,6.5,1500,35,4,9
2213,85,40,45,6.5,1500,35,4,9
2214,90,40,45,6.5,1500,35,4,9
2215,95,40,45,6.5,1500,35,4,9
2216,100,40,45,6.5,1500,35,4,9
2217,105,40,45,6.5,1500,35,4,9
2218,110,40,45,6.5,1500,35,4,9
2219,115,40,45,6.5,1500,35,4,9
2220,120,40,45,6.5,1500,35,4,9
2221,80,45,50,7.0,1000,25,4,9
2222,85,45,50,7.0,1000,25,4,9
2223,90,45,50,7.0,1000,25,4,9
2224,95,45,50,7.0,1000,25,4,9
2225,100,45,50,7.0,1000,25,4,9
2226,105,45,50,7.0,1000,25,4,9
2227,110,45,50,7.0,1000,25,4,9
2228,115,45,50,7.0,1000,25,4,9
2229,120,45,50,7.0,1000,25,4,9
2230,80,50,55,7.5,1100,30,4,9
2231,85,50,55,7.5,1100,30,4,9
2232,90,50,55,7.5,1100,30,4,9
2233,95,50,55,7.5,1100,30,4,9
2234,100,50,55,7.5,1100,30,4,9
2235,105,50,55,7.5,1100,30,4,9
2236,110,50,55,7.5,1100,30,4,9
2237,115,50,55,7.5,1100,30,4,9
2238,120,50,55,7.5,1100,30,4,9
2239,80,55,60,6.0,1200,35,4,9
2240,85,55,60,6.0,1200,35,4,9
2241,90,55,60,6.0,1200,35,4,9
2242,95,55,60,6.0,1200,35,4,9
2243,100,55,60,6.0,1200,35,4,9
2244,105,55,60,6.0,1200,35,4,9
2245,110,55,60,6.0,1200,35,4,9
2246,115,55,60,6.0,1200,35,4,9
2247,120,55,60,6.0,1200,35,4,9
2248,80,60,40,6.5,1300,25,4,9
2249,85,60,40,6.5,1300,25,4,9
2250,90,60,40,6.5,1300,25,4,9
2251,95,60,40,6.5,1300,25,4,9
2252,100,60,40,6.5,1300,25,4,9
2253,105,60,40,6.5,1300,25,4,9
2254,110,60,40,6.5,1300,25,4,9
2255,115,60,40,6.5,1300,25,4,9
2256,120,60,40,6.5,1300,25,4,9
2257,80,40,50,7.0,1400,30,4,9
2258,85,40,50,7.0,1400,30,4,9
2259,90,40,50,7.0,1400,30,4,9
2260,95,40,50,7.0,1400,30,4,9
2261,100,40,50,7.0,1400,30,4,9
2262,105,40,50,7.0,1400,30,4,9
2263,110,40,50,7.0,1400,30,4,9
2264,115,40,50,7.0,1400,30,4,9
2265,120,40,50,7.0,1400,30,4,9
2266,80,45,55,7.5,1500,35,4,9
2267,85,45,55,7.5,1500,35,4,9
2268,90,45,55,7.5,1500,35,4,9
2269,95,45,55,7.5,1500,35,4,9
2270,100,45,55,7.5,1500,35,4,9
2271,105,45,55,7.5,1500,35,4,9
2272,110,45,55,7.5,1500,35,4,9
2273,115,45,55,7.5,1500,35,4,9
2274,120,45,55,7.5,1500,35,4,9
2275,80,50,60,6.0,1000,25,4,9
2276,85,50,60,6.0,1000,25,4,9
2277,90,50,60,6.0,1000,25,4,9
2278,95,50,60,6.0,1000,25,4,9
2279,100,50,60,6.0,1000,25,4,9
2280,105,50,60,6.0,1000,25,4,9
2281,110,50,60,6.0,1000,25,4,9
2282,115,50,60,6.0,1000,25,4,9
2283,120,50,60,6.0,1000,25,4,9
2284,80,55,40,6.5,1100,30,4,9
2285,85,55,40,6.5,1100,30,4,9
2286,90,55,40,6.5,1100,30,4,9
2287,95,55,40,6.5,1100,30,4,9
2288,100,55,40,6.5,1100,30,4,9
2289,105,55,40,6.5,1100,30,4,9
2290,110,55,40,6.5,1100,30,4,9
2291,115,55,40,6.5,1100,30,4,9
2292,120,55,40,6.5,1100,30,4,9
2293,80,60,45,7.0,1200,35,4,9
2294,85,60,45,7.0,1200,35,4,9
2295,90,60,45,7.0,1200,35,4,9
2296,95,60,45,7.0,1200,35,4,9
2297,100,60,45,7.0,1200,35,4,9
2298,105,60,45,7.0,1200,35,4,9
2299,110,60,45,7.0,1200,35,4,9
2300,115,60,45,7.0,1200,35,4,9
2301,120,60,45,7.0,1200,35,4,9
2302,80,40,55,7.5,1300,25,4,9
2303,85,40,55,7.5,1300,25,4,9
2304,90,40,55,7.5,1300,25,4,9
2305,95,40,55,7.5,1300,25,4,9
2306,100,40,55,7.5,1300,25,4,9
2307,105,40,55,7.5,1300,25,4,9
2308,110,40,55,7.5,1300,25,4,9
2309,115,40,55,7.5,1300,25,4,9
2310,120,40,55,7.5,1300,25,4,9
2311,80,45,60,6.0,1400,30,4,9
2312,85,45,60,6.0,1400,30,4,9
2313,90,45,60,6.0,1400,30,4,9
2314,95,45,60,6.0,1400,30,4,9
2315,100,45,60,6.0,1400,30,4,9
2316,105,45,60,6.0,1400,30,4,9
2317,110,45,60,6.0,1400,30,4,9
2318,115,45,60,6.0,1400,30,4,9
2319,120,45,60,6.0,1400,30,4,9
2320,80,50,40,6.5,1500,35,4,9
2321,85,50,40,6.5,1500,35,4,9
2322,90,50,40,6.5,1500,35,4,9
2323,95,50,40,6.5,1500,35,4,9
2324,100,50,40,6.5,1500,35,4,9
2325,105,50,40,6.5,1500,35,4,9
2326,110,50,40,6.5,1500,35,4,9
2327,115,50,40,6.5,1500,35,4,9
2328,120,50,40,6.5,1500,35,4,9
2329,80,55,45,7.0,1000,25,4,9
2330,85,55,45,7.0,1000,25,4,9
2331,90,55,45,7.0,1000,25,4,9
2332,95,55,45,7.0,1000,25,4,9
2333,100,55,45,7.0,1000,25,4,9
2334,105,55,45,7.0,1000,25,4,9
2335,110,55,45,7.0,1000,25,4,9
2336,115,55,45,7.0,1000,25,4,9
2337,120,55,45,7.0,1000,25,4,9
2338,80,60,50,7.5,1100,30,4,9
2339,85,60,50,7.5,1100,30,4,9
2340,90,60,50,7.5,1100,30,4,9
2341,95,60,50,7.5,1100,30,4,9
2342,100,60,50,7.5,1100,30,4,9
2343,105,60,50,7.5,1100,30,4,9
2344,110,60,50,7.5,1100,30,4,9
2345,115,60,50,7.5,1100,30,4,9
2346,120,60,50,7.5,1100,30,4,9
2347,80,40,60,6.0,1200,35,4,9
2348,85,40,60,6.0,1200,35,4,9
2349,90,40,60,6.0,1200,35,4,9
2350,95,40,60,6.0,1200,35,4,9
2351,100,40,60,6.0,1200,35,4,9
2352,105,40,60,6.0,1200,35,4,9
2353,110,40,60,6.0,1200,35,4,9
2354,115,40,60,6.0,1200,35,4,9
2355,120,40,60,6.0,1200,35,4,9
2356,80,45,40,6.5,1300,25,4,9
2357,85,45,40,6.5,1300,25,4,9
2358,90,45,40,6.5,1300,25,4,9
2359,95,45,40,6.5,1300,25,4,9
2360,100,45,40,6.5,1300,25,4,9
2361,105,45,40,6.5,1300,25,4,9
2362,110,45,40,6.5,1300,25,4,9
2363,115,45,40,6.5,1300,25,4,9
2364,120,45,40,6.5,1300,25,4,9
2365,80,50,45,7.0,1400,30,4,9
2366,85,50,45,7.0,1400,30,4,9
2367,90,50,45,7.0,1400,30,4,9
2368,95,50,45,7.0,1400,30,4,9
2369,100,50,45,7.0,1400,30,4,9
2370,105,50,45,7.0,1400,30,4,9
2371,110,50,45,7.0,1400,30,4,9
2372,115,50,45,7.0,1400,30,4,9
2373,120,50,45,7.0,1400,30,4,9
2374,80,55,50,7.5,1500,35,4,9
2375,85,55,50,7.5,1500,35,4,9
2376,90,55,50,7.5,1500,35,4,9
2377,95,55,50,7.5,1500,35,4,9
2378,100,55,50,7.5,1500,35,4,9
2379,105,55,50,7.5,1500,35,4,9
2380,110,55,50,7.5,1500,35,4,9
2381,115,55,50,7.5,1500,35,4,9
2382,120,55,50,7.5,1500,35,4,9
2383,80,60,55,6.0,1000,20,4,9
2384,85,60,55,6.0,1000,20,4,9
2385,90,60,55,6.0,1000,20,4,9
2386,95,60,55,6.0,1000,20,4,9
2387,100,60,55,6.0,1000,20,4,9
2388,105,60,55,6.0,1000,20,4,9
2389,110,60,55,6.0,1000,20,4,9
2390,115,60,55,6.0,1000,20,4,9
2391,120,60,55,6.0,1000,20,4,9
2392,40,20,20,6.0,400,25,0,5
2393,45,20,20,6.0,400,25,0,5
2394,50,20,20,6.0,400,25,0,5
2395,55,20,20,6.0,400,25,0,5
2396,60,20,20,6.0,400,25,0,5
2397,40,25,25,6.5,500,30,0,5
2398,45,25,25,6.5,500,30,0,5
2399,50,25,25,6.5,500,30,0,5
2400,55,25,25,6.5,500,30,0,5
2401,60,25,25,6.5,500,30,0,5
2402,40,30,30,7.0,600,35,0,5
2403,45,30,30,7.0,600,35,0,5
2404,50,30,30,7.0,600,35,0,5
2405,55,30,30,7.0,600,35,0,5
2406,60,30,30,7.0,600,35,0,5
2407,40,35,35,7.5,400,25,0,5
2408,45,35,35,7.5,400,25,0,5
2409,50,35,35,7.5,400,25,0,5
2410,55,35,35,7.5,400,25,0,5
2411,60,35,35,7.5,400,25,0,5
2412,40,40,40,6.0,500,30,0,5
2413,45,40,40,6.0,500,30,0,5
2414,50,40,40,6.0,500,30,0,5
2415,55,40,40,6.0,500,30,0,5
2416,60,40,40,6.0,500,30,0,5
2417,40,20,25,6.5,600,35,0,5
2418,45,20,25,6.5,600,35,0,5
2419,50,20,25,6.5,600,35,0,5
2420,55,20,25,6.5,600,35,0,5
2421,60,20,25,6.5,600,35,0,5
2422,40,25,30,7.0,400,25,0,5
2423,45,25,30,7.0,400,25,0,5
2424,50,25,30,7.0,400,25,0,5
2425,55,25,30,7.0,400,25,0,5
2426,60,25,30,7.0,400,25,0,5
2427,40,30,35,7.5,500,30,0,5
2428,45,30,35,7.5,500,30,0,5
2429,50,30,35,7.5,500,30,0,5
2430,55,30,35,7.5,500,30,0,5
2431,60,30,35,7.5,500,30,0,5
2432,40,35,40,6.0,600,35,0,5
2433,45,35,40,6.0,600,35,0,5
2434,50,35,40,6.0,600,35,0,5
2435,55,35,40,6.0,600,35,0,5
2436,60,35,40,6.0,600,35,0,5
2437,40,40,20,6.5,400,25,0,5
2438,45,40,20,6.5,400,25,0,5
2439,50,40,20,6.5,400,25,0,5
2440,55,40,20,6.5,400,25,0,5
2441,60,40,20,6.5,400,25,0,5
2442,40,20,30,7.0,500,30,0,5
2443,45,20,30,7.0,500,30,0,5
2444,50,20,30,7.0,500,30,0,5
2445,55,20,30,7.0,500,30,0,5
2446,60,20,30,7.0,500,30,0,5
2447,40,25,35,7.5,600,35,0,5
2448,45,25,35,7.5,600,35,0,5
2449,50,25,35,7.5,600,35,0,5
2450,55,25,35,7.5,600,35,0,5
2451,60,25,35,7.5,600,35,0,5
2452,40,30,40,6.0,400,25,0,5
2453,45,30,40,6.0,400,25,0,5
2454,50,30,40,6.0,400,25,0,5
2455,55,30,40,6.0,400,25,0,5
2456,60,30,40,6.0,400,25,0,5
2457,40,35,20,6.5,500,30,0,5
2458,45,35,20,6.5,500,30,0,5
2459,50,35,20,6.5,500,30,0,5
2460,55,35,20,6.5,500,30,0,5
2461,60,35,20,6.5,500,30,0,5
2462,40,40,25,7.0,600,35,0,5
2463,45,40,25,7.0,600,35,0,5
2464,50,40,25,7.0,600,35,0,5
2465,55,40,25,7.0,600,35,0,5
2466,60,40,25,7.0,600,35,0,5
2467,40,20,35,7.5,400,25,0,5
2468,45,20,35,7.5,400,25,0,5
2469,50,20,35,7.5,400,25,0,5
2470,55,20,35,7.5,400,25,0,5
2471,60,20,35,7.5,400,25,0,5
2472,40,25,40,6.0,500,30,0,5
2473,45,25,40,6.0,500,30,0,5
2474,50,25,40,6.0,500,30,0,5
2475,55,25,40,6.0,500,30,0,5
2476,60,25,40,6.0,500,30,0,5
2477,40,30,20,6.5,600,35,0,5
2478,45,30,20,6.5,600,35,0,5
2479,50,30,20,6.5,600,35,0,5
2480,55,30,20,6.5,600,35,0,5
2481,60,30,20,6.5,600,35,0,5
2482,40,35,25,7.0,400,25,0,5
2483,45,35,25,7.0,400,25,0,5
2484,50,35,25,7.0,400,25,0,5
2485,55,35,25,7.0,400,25,0,5
2486,60,35,25,7.0,400,25,0,5
2487,40,40,30,7.5,500,30,0,5
2488,45,40,30,7.5,500,30,0,5
2489,50,40,30,7.5,500,30,0,5
2490,55,40,30,7.5,500,30,0,5
2491,60,40,30,7.5,500,30,0,5
2492,40,20,40,6.0,600,35,0,5
2493,45,20,40,6.0,600,35,0,5
2494,50,20,40,6.0,600,35,0,5
2495,55,20,40,6.0,600,35,0,5
2496,60,20,40,6.0,600,35,0,5
2497,40,25,20,6.5,400,25,0,5
2498,45,25,20,6.5,400,25,0,5
2499,50,25,20,6.5,400,25,0,5
2500,55,25,20,6.5,400,25,0,5
2501,60,25,20,6.5,400,25,0,5
2502,40,30,25,7.0,500,30,0,5
2503,45,30,25,7.0,500,30,0,5
2504,50,30,25,7.0,500,30,0,5
2505,55,30,25,7.0,500,30,0,5
2506,60,30,25,7.0,500,30,0,5
2507,40,35,30,7.5,600,35,0,5
2508,45,35,30,7.5,600,35,0,5
2509,50,35,30,7.5,600,35,0,5
2510,55,35,30,7.5,600,35,0,5
2511,60,35,30,7.5,600,35,0,5
2512,40,40,35,6.0,400,25,0,5
2513,45,40,35,6.0,400,25,0,5
2514,50,40,35,6.0,400,25,0,5
2515,55,40,35,6.0,400,25,0,5
2516,60,40,35,6.0,400,25,0,5
2517,120,60,120,6.0,900,20,0,11
2518,125,60,120,6.0,900,20,0,11
2519,130,60,120,6.0,900,20,0,11
2520,135,60,120,6.0,900,20,0,11
2521,140,60,120,6.0,900,20,0,11
2522,145,60,120,6.0,900,20,0,11
2523,150,60,120,6.0,900,20,0,11
2524,120,65,125,6.5,1000,25,0,11
2525,125,65,125,6.5,1000,25,0,11
2526,130,65,125,6.5,1000,25,0,11
2527,135,65,125,6.5,1000,25,0,11
2528,140,65,125,6.5,1000,25,0,11
2529,145,65,125,6.5,1000,25,0,11
2530,150,65,125,6.5,1000,25,0,11
2531,120,70,130,7.0,900,30,0,11
2532,125,70,130,7.0,900,30,0,11
2533,130,70,130,7.0,900,30,0,11
2534,135,70,130,7.0,900,30,0,11
2535,140,70,130,7.0,900,30,0,11
2536,145,70,130,7.0,900,30,0,11
2537,150,70,130,7.0,900,30,0,11
2538,120,75,135,6.0,1000,35,0,11
2539,125,75,135,6.0,1000,35,0,11
2540,130,75,135,6.0,1000,35,0,11
2541,135,75,135,6.0,1000,35,0,11
2542,140,75,135,6.0,1000,35,0,11
2543,145,75,135,6.0,1000,35,0,11
2544,150,75,135,6.0,1000,35,0,11
2545,120,80,140,6.5,900,20,0,11
2546,125,80,140,6.5,900,20,0,11
2547,130,80,140,6.5,900,20,0,11
2548,135,80,140,6.5,900,20,0,11
2549,140,80,140,6.5,900,20,0,11
2550,145,80,140,6.5,900,20,0,11
2551,150,80,140,6.5,900,20,0,11
2552,120,85,145,7.0,1000,25,0,11
2553,125,85,145,7.0,1000,25,0,11
2554,130,85,145,7.0,1000,25,0,11
2555,135,85,145,7.0,1000,25,0,11
2556,140,85,145,7.0,1000,25,0,11
2557,145,85,145,7.0,1000,25,0,11
2558,150,85,145,7.0,1000,25,0,11
2559,120,90,150,6.0,900,30,0,11
2560,125,90,150,6.0,900,30,0,11
2561,130,90,150,6.0,900,30,0,11
2562,135,90,150,6.0,900,30,0,11
2563,140,90,150,6.0,900,30,0,11
2564,145,90,150,6.0,900,30,0,11
2565,150,90,150,6.0,900,30,0,11
2566,120,60,125,6.5,1000,35,0,11
2567,125,60,125,6.5,1000,35,0,11
2568,130,60,125,6.5,1000,35,0,11
2569,135,60,125,6.5,1000,35,0,11
2570,140,60,125,6.5,1000,35,0,11
2571,145,60,125,6.5,1000,35,0,11
2572,150,60,125,6.5,1000,35,0,11
2573,120,65,130,7.0,900,20,0,11
2574,125,65,130,7.0,900,20,0,11
2575,130,65,130,7.0,900,20,0,11
2576,135,65,130,7.0,900,20,0,11
2577,140,65,130,7.0,900,20,0,11
2578,145,65,130,7.0,900,20,0,11
2579,150,65,130,7.0,900,20,0,11
2580,120,70,135,6.0,1000,25,0,11
2581,125,70,135,6.0,1000,25,0,11
2582,130,70,135,6.0,1000,25,0,11
2583,135,70,135,6.0,1000,25,0,11
2584,140,70,135,6.0,1000,25,0,11
2585,145,70,135,6.0,1000,25,0,11
2586,150,70,135,6.0,1000,25,0,11
2587,120,75,140,6.5,900,30,0,11
2588,125,75,140,6.5,900,30,0,11
2589,130,75,140,6.5,900,30,0,11
2590,135,75,140,6.5,900,30,0,11
2591,140,75,140,6.5,900,30,0,11
2592,145,75,140,6.5,900,30,0,11
2593,150,75,140,6.5,900,30,0,11
2594,120,80,145,7.0,1000,35,0,11
2595,125,80,145,7.0,1000,35,0,11
2596,130,80,145,7.0,1000,35,0,11
2597,135,80,145,7.0,1000,35,0,11
2598,140,80,145,7.0,1000,35,0,11
2599,145,80,145,7.0,1000,35,0,11
2600,150,80,145,7.0,1000,35,0,11
2601,120,85,150,6.0,900,20,0,11
2602,125,85,150,6.0,900,20,0,11
2603,130,85,150,6.0,900,20,0,11
2604,135,85,150,6.0,900,20,0,11
2605,140,85,150,6.0,900,20,0,11
2606,145,85,150,6.0,900,20,0,11
2607,150,85,150,6.0,900,20,0,11
2608,120,90,120,6.5,1000,25,0,11
2609,125,90,120,6.5,1000,25,0,11
2610,130,90,120,6.5,1000,25,0,11
2611,135,90,120,6.5,1000,25,0,11
2612,140,90,120,6.5,1000,25,0,11
2613,145,90,120,6.5,1000,25,0,11
2614,150,90,120,6.5,1000,25,0,11
2615,120,60,130,7.0,900,30,0,11
2616,125,60,130,7.0,900,30,0,11
2617,130,60,130,7.0,900,30,0,11
2618,135,60,130,7.0,900,30,0,11
2619,140,60,130,7.0,900,30,0,11
2620,145,60,130,7.0,900,30,0,11
2621,150,60,130,7.0,900,30,0,11
2622,120,65,135,6.0,1000,35,0,11
2623,125,65,135,6.0,1000,35,0,11
2624,130,65,135,6.0,1000,35,0,11
2625,135,65,135,6.0,1000,35,0,11
2626,140,65,135,6.0,1000,35,0,11
2627,145,65,135,6.0,1000,35,0,11
2628,150,65,135,6.0,1000,35,0,11
2629,120,70,140,6.5,900,20,0,11
2630,125,70,140,6.5,900,20,0,11
2631,130,70,140,6.5,900,20,0,11
2632,135,70,140,6.5,900,20,0,11
2633,140,70,140,6.5,900,20,0,11
2634,145,70,140,6.5,900,20,0,11
2635,150,70,140,6.5,900,20,0,11
2636,120,75,145,7.0,1000,25,0,11
2637,125,75,145,7.0,1000,25,0,11
2638,130,75,145,7.0,1000,25,0,11
2639,135,75,145,7.0,1000,25,0,11
2640,140,75,145,7.0,1000,25,0,11
2641,145,75,145,7.0,1000,25,0,11
2642,150,75,145,7.0,1000,25,0,11
2643,120,80,150,6.0,900,30,0,11
2644,125,80,150,6.0,900,30,0,11
2645,130,80,150,6.0,900,30,0,11
2646,135,80,150,6.0,900,30,0,11
2647,140,80,150,6.0,900,30,0,11
2648,145,80,150,6.0,900,30,0,11
2649,150,80,150,6.0,900,30,0,11
2650,120,85,120,6.5,1000,35,0,11
2651,125,85,120,6.5,1000,35,0,11
2652,130,85,120,6.5,1000,35,0,11
2653,135,85,120,6.5,1000,35,0,11
2654,140,85,120,6.5,1000,35,0,11
2655,145,85,120,6.5,1000,35,0,11
2656,150,85,120,6.5,1000,35,0,11
2657,120,90,125,7.0,900,20,0,11
2658,125,90,125,7.0,900,20,0,11
2659,130,90,125,7.0,900,20,0,11
2660,135,90,125,7.0,900,20,0,11
2661,140,90,125,7.0,900,20,0,11
2662,145,90,125,7.0,900,20,0,11
2663,150,90,125,7.0,900,20,0,11
